Value,Metric,Group,Age,Region,Gender,Income,Education,Date
16.1,Probability_Job_Loss,All,,,,,,2020-02-01
17.6,Probability_Job_Loss,All,,,,,,2020-03-01
18.9,Probability_Job_Loss,All,,,,,,2020-04-01
20.2,Probability_Job_Loss,All,,,,,,2020-05-01
20.7,Probability_Job_Loss,All,,,,,,2020-06-01
23.7,Probability_Job_Loss,All,,,,,,2020-07-01
21.4,Probability_Job_Loss,All,,,,,,2020-08-01
18.3,Probability_Job_Loss,All,,,,,,2020-09-01
17.5,Probability_Job_Loss,All,,,,,,2020-10-01
20.4,Probability_Job_Loss,All,,,,,,2020-11-01
20.5,Probability_Job_Loss,All,,,,,,2020-12-01
19.7,Probability_Job_Loss,All,,,,,,2021-01-01
17.3,Probability_Job_Loss,All,,,,,,2021-02-01
17.6,Probability_Job_Loss,All,,,,,,2021-03-01
16.7,Probability_Job_Loss,All,,,,,,2021-04-01
17.5,Probability_Job_Loss,All,,,,,,2021-05-01
19.4,Probability_Job_Loss,All,,,,,,2021-06-01
18.1,Probability_Job_Loss,All,,,,,,2021-07-01
18.0,Probability_Job_Loss,All,,,,,,2021-08-01
17.9,Probability_Job_Loss,All,,,,,,2021-09-01
18.1,Probability_Job_Loss,All,,,,,,2021-10-01
16.4,Probability_Job_Loss,All,,,,,,2021-11-01
17.4,Probability_Job_Loss,All,,,,,,2021-12-01
17.4,Probability_Job_Loss,All,,,,,,2022-01-01
16.1,Probability_Job_Loss,All,,,,,,2022-02-01
14.6,Probability_Job_Loss,All,,,,,,2022-03-01
16.4,Probability_Job_Loss,All,,,,,,2022-04-01
14.8,Probability_Job_Loss,All,,,,,,2022-05-01
15.9,Probability_Job_Loss,All,,,,,,2022-06-01
16.8,Probability_Job_Loss,All,,,,,,2022-07-01
17.4,Probability_Job_Loss,All,,,,,,2022-08-01
17.8,Probability_Job_Loss,All,,,,,,2022-09-01
18.5,Probability_Job_Loss,All,,,,,,2022-10-01
17.9,Probability_Job_Loss,All,,,,,,2022-11-01
18.3,Probability_Job_Loss,All,,,,,,2022-12-01
17.3,Probability_Job_Loss,All,,,,,,2023-01-01
17.9,Probability_Job_Loss,All,,,,,,2023-02-01
17.9,Probability_Job_Loss,All,,,,,,2023-03-01
19.6,Probability_Job_Loss,All,,,,,,2023-04-01
18.2,Probability_Job_Loss,All,,,,,,2023-05-01
17.1,Probability_Job_Loss,All,,,,,,2023-06-01
16.0,Probability_Job_Loss,All,,,,,,2023-07-01
18.1,Probability_Job_Loss,All,,,,,,2023-08-01
19.1,Probability_Job_Loss,All,,,,,,2023-09-01
18.6,Probability_Job_Loss,All,,,,,,2023-10-01
18.8,Probability_Job_Loss,All,,,,,,2023-11-01
17.0,Probability_Job_Loss,All,,,,,,2023-12-01
17.2,Probability_Job_Loss,All,,,,,,2024-01-01
17.5,Probability_Job_Loss,All,,,,,,2024-02-01
18.1,Probability_Job_Loss,All,,,,,,2024-03-01
18.0,Probability_Job_Loss,All,,,,,,2024-04-01
19.0,Probability_Job_Loss,All,,,,,,2024-05-01
17.6,Probability_Job_Loss,All,,,,,,2024-06-01
20.2,Probability_Job_Loss,All,,,,,,2024-07-01
18.1,Probability_Job_Loss,All,,,,,,2024-08-01
,Probability_Job_Loss,,18-34,,,,,1978-01-01
,Probability_Job_Loss,,18-34,,,,,1978-02-01
,Probability_Job_Loss,,18-34,,,,,1978-03-01
,Probability_Job_Loss,,18-34,,,,,1978-04-01
,Probability_Job_Loss,,18-34,,,,,1978-05-01
,Probability_Job_Loss,,18-34,,,,,1978-06-01
,Probability_Job_Loss,,18-34,,,,,1978-07-01
,Probability_Job_Loss,,18-34,,,,,1978-08-01
,Probability_Job_Loss,,18-34,,,,,1978-09-01
,Probability_Job_Loss,,18-34,,,,,1978-10-01
,Probability_Job_Loss,,18-34,,,,,1978-11-01
,Probability_Job_Loss,,18-34,,,,,1978-12-01
,Probability_Job_Loss,,18-34,,,,,1979-01-01
,Probability_Job_Loss,,18-34,,,,,1979-02-01
,Probability_Job_Loss,,18-34,,,,,1979-03-01
,Probability_Job_Loss,,18-34,,,,,1979-04-01
,Probability_Job_Loss,,18-34,,,,,1979-05-01
,Probability_Job_Loss,,18-34,,,,,1979-06-01
,Probability_Job_Loss,,18-34,,,,,1979-07-01
,Probability_Job_Loss,,18-34,,,,,1979-08-01
,Probability_Job_Loss,,18-34,,,,,1979-09-01
,Probability_Job_Loss,,18-34,,,,,1979-10-01
,Probability_Job_Loss,,18-34,,,,,1979-11-01
,Probability_Job_Loss,,18-34,,,,,1979-12-01
,Probability_Job_Loss,,18-34,,,,,1980-01-01
,Probability_Job_Loss,,18-34,,,,,1980-02-01
,Probability_Job_Loss,,18-34,,,,,1980-03-01
,Probability_Job_Loss,,18-34,,,,,1980-04-01
,Probability_Job_Loss,,18-34,,,,,1980-05-01
,Probability_Job_Loss,,18-34,,,,,1980-06-01
,Probability_Job_Loss,,18-34,,,,,1980-07-01
,Probability_Job_Loss,,18-34,,,,,1980-08-01
,Probability_Job_Loss,,18-34,,,,,1980-09-01
,Probability_Job_Loss,,18-34,,,,,1980-10-01
,Probability_Job_Loss,,18-34,,,,,1980-11-01
,Probability_Job_Loss,,18-34,,,,,1980-12-01
,Probability_Job_Loss,,18-34,,,,,1981-01-01
,Probability_Job_Loss,,18-34,,,,,1981-02-01
,Probability_Job_Loss,,18-34,,,,,1981-03-01
,Probability_Job_Loss,,18-34,,,,,1981-04-01
,Probability_Job_Loss,,18-34,,,,,1981-05-01
,Probability_Job_Loss,,18-34,,,,,1981-06-01
,Probability_Job_Loss,,18-34,,,,,1981-07-01
,Probability_Job_Loss,,18-34,,,,,1981-08-01
,Probability_Job_Loss,,18-34,,,,,1981-09-01
,Probability_Job_Loss,,18-34,,,,,1981-10-01
,Probability_Job_Loss,,18-34,,,,,1981-11-01
,Probability_Job_Loss,,18-34,,,,,1981-12-01
,Probability_Job_Loss,,18-34,,,,,1982-01-01
,Probability_Job_Loss,,18-34,,,,,1982-02-01
,Probability_Job_Loss,,18-34,,,,,1982-03-01
,Probability_Job_Loss,,18-34,,,,,1982-04-01
,Probability_Job_Loss,,18-34,,,,,1982-05-01
,Probability_Job_Loss,,18-34,,,,,1982-06-01
,Probability_Job_Loss,,18-34,,,,,1982-07-01
,Probability_Job_Loss,,18-34,,,,,1982-08-01
,Probability_Job_Loss,,18-34,,,,,1982-09-01
,Probability_Job_Loss,,18-34,,,,,1982-10-01
,Probability_Job_Loss,,18-34,,,,,1982-11-01
,Probability_Job_Loss,,18-34,,,,,1982-12-01
,Probability_Job_Loss,,18-34,,,,,1983-01-01
,Probability_Job_Loss,,18-34,,,,,1983-02-01
,Probability_Job_Loss,,18-34,,,,,1983-03-01
,Probability_Job_Loss,,18-34,,,,,1983-04-01
,Probability_Job_Loss,,18-34,,,,,1983-05-01
,Probability_Job_Loss,,18-34,,,,,1983-06-01
,Probability_Job_Loss,,18-34,,,,,1983-07-01
,Probability_Job_Loss,,18-34,,,,,1983-08-01
,Probability_Job_Loss,,18-34,,,,,1983-09-01
,Probability_Job_Loss,,18-34,,,,,1983-10-01
,Probability_Job_Loss,,18-34,,,,,1983-11-01
,Probability_Job_Loss,,18-34,,,,,1983-12-01
,Probability_Job_Loss,,18-34,,,,,1984-01-01
,Probability_Job_Loss,,18-34,,,,,1984-02-01
,Probability_Job_Loss,,18-34,,,,,1984-03-01
,Probability_Job_Loss,,18-34,,,,,1984-04-01
,Probability_Job_Loss,,18-34,,,,,1984-05-01
,Probability_Job_Loss,,18-34,,,,,1984-06-01
,Probability_Job_Loss,,18-34,,,,,1984-07-01
,Probability_Job_Loss,,18-34,,,,,1984-08-01
,Probability_Job_Loss,,18-34,,,,,1984-09-01
,Probability_Job_Loss,,18-34,,,,,1984-10-01
,Probability_Job_Loss,,18-34,,,,,1984-11-01
,Probability_Job_Loss,,18-34,,,,,1984-12-01
,Probability_Job_Loss,,18-34,,,,,1985-01-01
,Probability_Job_Loss,,18-34,,,,,1985-02-01
,Probability_Job_Loss,,18-34,,,,,1985-03-01
,Probability_Job_Loss,,18-34,,,,,1985-04-01
,Probability_Job_Loss,,18-34,,,,,1985-05-01
,Probability_Job_Loss,,18-34,,,,,1985-06-01
,Probability_Job_Loss,,18-34,,,,,1985-07-01
,Probability_Job_Loss,,18-34,,,,,1985-08-01
,Probability_Job_Loss,,18-34,,,,,1985-09-01
,Probability_Job_Loss,,18-34,,,,,1985-10-01
,Probability_Job_Loss,,18-34,,,,,1985-11-01
,Probability_Job_Loss,,18-34,,,,,1985-12-01
,Probability_Job_Loss,,18-34,,,,,1986-01-01
,Probability_Job_Loss,,18-34,,,,,1986-02-01
,Probability_Job_Loss,,18-34,,,,,1986-03-01
,Probability_Job_Loss,,18-34,,,,,1986-04-01
,Probability_Job_Loss,,18-34,,,,,1986-05-01
,Probability_Job_Loss,,18-34,,,,,1986-06-01
,Probability_Job_Loss,,18-34,,,,,1986-07-01
,Probability_Job_Loss,,18-34,,,,,1986-08-01
,Probability_Job_Loss,,18-34,,,,,1986-09-01
,Probability_Job_Loss,,18-34,,,,,1986-10-01
,Probability_Job_Loss,,18-34,,,,,1986-11-01
,Probability_Job_Loss,,18-34,,,,,1986-12-01
,Probability_Job_Loss,,18-34,,,,,1987-01-01
,Probability_Job_Loss,,18-34,,,,,1987-02-01
,Probability_Job_Loss,,18-34,,,,,1987-03-01
,Probability_Job_Loss,,18-34,,,,,1987-04-01
,Probability_Job_Loss,,18-34,,,,,1987-05-01
,Probability_Job_Loss,,18-34,,,,,1987-06-01
,Probability_Job_Loss,,18-34,,,,,1987-07-01
,Probability_Job_Loss,,18-34,,,,,1987-08-01
,Probability_Job_Loss,,18-34,,,,,1987-09-01
,Probability_Job_Loss,,18-34,,,,,1987-10-01
,Probability_Job_Loss,,18-34,,,,,1987-11-01
,Probability_Job_Loss,,18-34,,,,,1987-12-01
,Probability_Job_Loss,,18-34,,,,,1988-01-01
,Probability_Job_Loss,,18-34,,,,,1988-02-01
,Probability_Job_Loss,,18-34,,,,,1988-03-01
,Probability_Job_Loss,,18-34,,,,,1988-04-01
,Probability_Job_Loss,,18-34,,,,,1988-05-01
,Probability_Job_Loss,,18-34,,,,,1988-06-01
,Probability_Job_Loss,,18-34,,,,,1988-07-01
,Probability_Job_Loss,,18-34,,,,,1988-08-01
,Probability_Job_Loss,,18-34,,,,,1988-09-01
,Probability_Job_Loss,,18-34,,,,,1988-10-01
,Probability_Job_Loss,,18-34,,,,,1988-11-01
,Probability_Job_Loss,,18-34,,,,,1988-12-01
,Probability_Job_Loss,,18-34,,,,,1989-01-01
,Probability_Job_Loss,,18-34,,,,,1989-02-01
,Probability_Job_Loss,,18-34,,,,,1989-03-01
,Probability_Job_Loss,,18-34,,,,,1989-04-01
,Probability_Job_Loss,,18-34,,,,,1989-05-01
,Probability_Job_Loss,,18-34,,,,,1989-06-01
,Probability_Job_Loss,,18-34,,,,,1989-07-01
,Probability_Job_Loss,,18-34,,,,,1989-08-01
,Probability_Job_Loss,,18-34,,,,,1989-09-01
,Probability_Job_Loss,,18-34,,,,,1989-10-01
,Probability_Job_Loss,,18-34,,,,,1989-11-01
,Probability_Job_Loss,,18-34,,,,,1989-12-01
,Probability_Job_Loss,,18-34,,,,,1990-01-01
,Probability_Job_Loss,,18-34,,,,,1990-02-01
,Probability_Job_Loss,,18-34,,,,,1990-03-01
,Probability_Job_Loss,,18-34,,,,,1990-04-01
,Probability_Job_Loss,,18-34,,,,,1990-05-01
,Probability_Job_Loss,,18-34,,,,,1990-06-01
,Probability_Job_Loss,,18-34,,,,,1990-07-01
,Probability_Job_Loss,,18-34,,,,,1990-08-01
,Probability_Job_Loss,,18-34,,,,,1990-09-01
,Probability_Job_Loss,,18-34,,,,,1990-10-01
,Probability_Job_Loss,,18-34,,,,,1990-11-01
,Probability_Job_Loss,,18-34,,,,,1990-12-01
,Probability_Job_Loss,,18-34,,,,,1991-01-01
,Probability_Job_Loss,,18-34,,,,,1991-02-01
,Probability_Job_Loss,,18-34,,,,,1991-03-01
,Probability_Job_Loss,,18-34,,,,,1991-04-01
,Probability_Job_Loss,,18-34,,,,,1991-05-01
,Probability_Job_Loss,,18-34,,,,,1991-06-01
,Probability_Job_Loss,,18-34,,,,,1991-07-01
,Probability_Job_Loss,,18-34,,,,,1991-08-01
,Probability_Job_Loss,,18-34,,,,,1991-09-01
,Probability_Job_Loss,,18-34,,,,,1991-10-01
,Probability_Job_Loss,,18-34,,,,,1991-11-01
,Probability_Job_Loss,,18-34,,,,,1991-12-01
,Probability_Job_Loss,,18-34,,,,,1992-01-01
,Probability_Job_Loss,,18-34,,,,,1992-02-01
,Probability_Job_Loss,,18-34,,,,,1992-03-01
,Probability_Job_Loss,,18-34,,,,,1992-04-01
,Probability_Job_Loss,,18-34,,,,,1992-05-01
,Probability_Job_Loss,,18-34,,,,,1992-06-01
,Probability_Job_Loss,,18-34,,,,,1992-07-01
,Probability_Job_Loss,,18-34,,,,,1992-08-01
,Probability_Job_Loss,,18-34,,,,,1992-09-01
,Probability_Job_Loss,,18-34,,,,,1992-10-01
,Probability_Job_Loss,,18-34,,,,,1992-11-01
,Probability_Job_Loss,,18-34,,,,,1992-12-01
,Probability_Job_Loss,,18-34,,,,,1993-01-01
,Probability_Job_Loss,,18-34,,,,,1993-02-01
,Probability_Job_Loss,,18-34,,,,,1993-03-01
,Probability_Job_Loss,,18-34,,,,,1993-04-01
,Probability_Job_Loss,,18-34,,,,,1993-05-01
,Probability_Job_Loss,,18-34,,,,,1993-06-01
,Probability_Job_Loss,,18-34,,,,,1993-07-01
,Probability_Job_Loss,,18-34,,,,,1993-08-01
,Probability_Job_Loss,,18-34,,,,,1993-09-01
,Probability_Job_Loss,,18-34,,,,,1993-10-01
,Probability_Job_Loss,,18-34,,,,,1993-11-01
,Probability_Job_Loss,,18-34,,,,,1993-12-01
,Probability_Job_Loss,,18-34,,,,,1994-01-01
,Probability_Job_Loss,,18-34,,,,,1994-02-01
,Probability_Job_Loss,,18-34,,,,,1994-03-01
,Probability_Job_Loss,,18-34,,,,,1994-04-01
,Probability_Job_Loss,,18-34,,,,,1994-05-01
,Probability_Job_Loss,,18-34,,,,,1994-06-01
,Probability_Job_Loss,,18-34,,,,,1994-07-01
,Probability_Job_Loss,,18-34,,,,,1994-08-01
,Probability_Job_Loss,,18-34,,,,,1994-09-01
,Probability_Job_Loss,,18-34,,,,,1994-10-01
,Probability_Job_Loss,,18-34,,,,,1994-11-01
,Probability_Job_Loss,,18-34,,,,,1994-12-01
,Probability_Job_Loss,,18-34,,,,,1995-01-01
,Probability_Job_Loss,,18-34,,,,,1995-02-01
,Probability_Job_Loss,,18-34,,,,,1995-03-01
,Probability_Job_Loss,,18-34,,,,,1995-04-01
,Probability_Job_Loss,,18-34,,,,,1995-05-01
,Probability_Job_Loss,,18-34,,,,,1995-06-01
,Probability_Job_Loss,,18-34,,,,,1995-07-01
,Probability_Job_Loss,,18-34,,,,,1995-08-01
,Probability_Job_Loss,,18-34,,,,,1995-09-01
,Probability_Job_Loss,,18-34,,,,,1995-10-01
,Probability_Job_Loss,,18-34,,,,,1995-11-01
,Probability_Job_Loss,,18-34,,,,,1995-12-01
,Probability_Job_Loss,,18-34,,,,,1996-01-01
,Probability_Job_Loss,,18-34,,,,,1996-02-01
,Probability_Job_Loss,,18-34,,,,,1996-03-01
,Probability_Job_Loss,,18-34,,,,,1996-04-01
,Probability_Job_Loss,,18-34,,,,,1996-05-01
,Probability_Job_Loss,,18-34,,,,,1996-06-01
,Probability_Job_Loss,,18-34,,,,,1996-07-01
,Probability_Job_Loss,,18-34,,,,,1996-08-01
,Probability_Job_Loss,,18-34,,,,,1996-09-01
,Probability_Job_Loss,,18-34,,,,,1996-10-01
,Probability_Job_Loss,,18-34,,,,,1996-11-01
,Probability_Job_Loss,,18-34,,,,,1996-12-01
,Probability_Job_Loss,,18-34,,,,,1997-01-01
,Probability_Job_Loss,,18-34,,,,,1997-02-01
,Probability_Job_Loss,,18-34,,,,,1997-03-01
,Probability_Job_Loss,,18-34,,,,,1997-04-01
,Probability_Job_Loss,,18-34,,,,,1997-05-01
,Probability_Job_Loss,,18-34,,,,,1997-06-01
,Probability_Job_Loss,,18-34,,,,,1997-07-01
,Probability_Job_Loss,,18-34,,,,,1997-08-01
,Probability_Job_Loss,,18-34,,,,,1997-09-01
,Probability_Job_Loss,,18-34,,,,,1997-10-01
,Probability_Job_Loss,,18-34,,,,,1997-11-01
26.3,Probability_Job_Loss,,18-34,,,,,1997-12-01
22.2,Probability_Job_Loss,,18-34,,,,,1998-01-01
21.4,Probability_Job_Loss,,18-34,,,,,1998-02-01
22.9,Probability_Job_Loss,,18-34,,,,,1998-03-01
20.9,Probability_Job_Loss,,18-34,,,,,1998-04-01
22.1,Probability_Job_Loss,,18-34,,,,,1998-05-01
21.8,Probability_Job_Loss,,18-34,,,,,1998-06-01
19.6,Probability_Job_Loss,,18-34,,,,,1998-07-01
21.1,Probability_Job_Loss,,18-34,,,,,1998-08-01
23.8,Probability_Job_Loss,,18-34,,,,,1998-09-01
20.4,Probability_Job_Loss,,18-34,,,,,1998-10-01
22.0,Probability_Job_Loss,,18-34,,,,,1998-11-01
18.7,Probability_Job_Loss,,18-34,,,,,1998-12-01
21.1,Probability_Job_Loss,,18-34,,,,,1999-01-01
20.8,Probability_Job_Loss,,18-34,,,,,1999-02-01
20.3,Probability_Job_Loss,,18-34,,,,,1999-03-01
20.6,Probability_Job_Loss,,18-34,,,,,1999-04-01
23.8,Probability_Job_Loss,,18-34,,,,,1999-05-01
23.1,Probability_Job_Loss,,18-34,,,,,1999-06-01
24.5,Probability_Job_Loss,,18-34,,,,,1999-07-01
20.3,Probability_Job_Loss,,18-34,,,,,1999-08-01
24.0,Probability_Job_Loss,,18-34,,,,,1999-09-01
21.1,Probability_Job_Loss,,18-34,,,,,1999-10-01
22.8,Probability_Job_Loss,,18-34,,,,,1999-11-01
18.3,Probability_Job_Loss,,18-34,,,,,1999-12-01
20.9,Probability_Job_Loss,,18-34,,,,,2000-01-01
20.7,Probability_Job_Loss,,18-34,,,,,2000-02-01
21.4,Probability_Job_Loss,,18-34,,,,,2000-03-01
19.5,Probability_Job_Loss,,18-34,,,,,2000-04-01
19.8,Probability_Job_Loss,,18-34,,,,,2000-05-01
17.6,Probability_Job_Loss,,18-34,,,,,2000-06-01
22.3,Probability_Job_Loss,,18-34,,,,,2000-07-01
21.9,Probability_Job_Loss,,18-34,,,,,2000-08-01
21.6,Probability_Job_Loss,,18-34,,,,,2000-09-01
19.6,Probability_Job_Loss,,18-34,,,,,2000-10-01
20.4,Probability_Job_Loss,,18-34,,,,,2000-11-01
18.7,Probability_Job_Loss,,18-34,,,,,2000-12-01
19.3,Probability_Job_Loss,,18-34,,,,,2001-01-01
22.5,Probability_Job_Loss,,18-34,,,,,2001-02-01
20.7,Probability_Job_Loss,,18-34,,,,,2001-03-01
23.2,Probability_Job_Loss,,18-34,,,,,2001-04-01
20.0,Probability_Job_Loss,,18-34,,,,,2001-05-01
24.6,Probability_Job_Loss,,18-34,,,,,2001-06-01
27.1,Probability_Job_Loss,,18-34,,,,,2001-07-01
25.1,Probability_Job_Loss,,18-34,,,,,2001-08-01
22.8,Probability_Job_Loss,,18-34,,,,,2001-09-01
21.5,Probability_Job_Loss,,18-34,,,,,2001-10-01
25.8,Probability_Job_Loss,,18-34,,,,,2001-11-01
25.7,Probability_Job_Loss,,18-34,,,,,2001-12-01
24.3,Probability_Job_Loss,,18-34,,,,,2002-01-01
26.7,Probability_Job_Loss,,18-34,,,,,2002-02-01
25.5,Probability_Job_Loss,,18-34,,,,,2002-03-01
26.6,Probability_Job_Loss,,18-34,,,,,2002-04-01
20.9,Probability_Job_Loss,,18-34,,,,,2002-05-01
27.4,Probability_Job_Loss,,18-34,,,,,2002-06-01
27.6,Probability_Job_Loss,,18-34,,,,,2002-07-01
30.4,Probability_Job_Loss,,18-34,,,,,2002-08-01
22.6,Probability_Job_Loss,,18-34,,,,,2002-09-01
28.9,Probability_Job_Loss,,18-34,,,,,2002-10-01
27.5,Probability_Job_Loss,,18-34,,,,,2002-11-01
24.8,Probability_Job_Loss,,18-34,,,,,2002-12-01
28.6,Probability_Job_Loss,,18-34,,,,,2003-01-01
28.3,Probability_Job_Loss,,18-34,,,,,2003-02-01
25.5,Probability_Job_Loss,,18-34,,,,,2003-03-01
24.8,Probability_Job_Loss,,18-34,,,,,2003-04-01
27.5,Probability_Job_Loss,,18-34,,,,,2003-05-01
27.1,Probability_Job_Loss,,18-34,,,,,2003-06-01
27.0,Probability_Job_Loss,,18-34,,,,,2003-07-01
21.4,Probability_Job_Loss,,18-34,,,,,2003-08-01
27.0,Probability_Job_Loss,,18-34,,,,,2003-09-01
28.9,Probability_Job_Loss,,18-34,,,,,2003-10-01
28.2,Probability_Job_Loss,,18-34,,,,,2003-11-01
31.2,Probability_Job_Loss,,18-34,,,,,2003-12-01
29.2,Probability_Job_Loss,,18-34,,,,,2004-01-01
29.6,Probability_Job_Loss,,18-34,,,,,2004-02-01
23.5,Probability_Job_Loss,,18-34,,,,,2004-03-01
28.3,Probability_Job_Loss,,18-34,,,,,2004-04-01
31.4,Probability_Job_Loss,,18-34,,,,,2004-05-01
22.9,Probability_Job_Loss,,18-34,,,,,2004-06-01
27.3,Probability_Job_Loss,,18-34,,,,,2004-07-01
21.5,Probability_Job_Loss,,18-34,,,,,2004-08-01
25.5,Probability_Job_Loss,,18-34,,,,,2004-09-01
31.1,Probability_Job_Loss,,18-34,,,,,2004-10-01
26.7,Probability_Job_Loss,,18-34,,,,,2004-11-01
20.7,Probability_Job_Loss,,18-34,,,,,2004-12-01
24.7,Probability_Job_Loss,,18-34,,,,,2005-01-01
26.4,Probability_Job_Loss,,18-34,,,,,2005-02-01
19.8,Probability_Job_Loss,,18-34,,,,,2005-03-01
26.7,Probability_Job_Loss,,18-34,,,,,2005-04-01
25.3,Probability_Job_Loss,,18-34,,,,,2005-05-01
27.7,Probability_Job_Loss,,18-34,,,,,2005-06-01
24.4,Probability_Job_Loss,,18-34,,,,,2005-07-01
23.9,Probability_Job_Loss,,18-34,,,,,2005-08-01
24.0,Probability_Job_Loss,,18-34,,,,,2005-09-01
24.6,Probability_Job_Loss,,18-34,,,,,2005-10-01
20.7,Probability_Job_Loss,,18-34,,,,,2005-11-01
21.0,Probability_Job_Loss,,18-34,,,,,2005-12-01
25.3,Probability_Job_Loss,,18-34,,,,,2006-01-01
27.8,Probability_Job_Loss,,18-34,,,,,2006-02-01
19.1,Probability_Job_Loss,,18-34,,,,,2006-03-01
29.8,Probability_Job_Loss,,18-34,,,,,2006-04-01
28.0,Probability_Job_Loss,,18-34,,,,,2006-05-01
18.3,Probability_Job_Loss,,18-34,,,,,2006-06-01
19.1,Probability_Job_Loss,,18-34,,,,,2006-07-01
17.1,Probability_Job_Loss,,18-34,,,,,2006-08-01
27.9,Probability_Job_Loss,,18-34,,,,,2006-09-01
27.2,Probability_Job_Loss,,18-34,,,,,2006-10-01
30.1,Probability_Job_Loss,,18-34,,,,,2006-11-01
28.8,Probability_Job_Loss,,18-34,,,,,2006-12-01
21.6,Probability_Job_Loss,,18-34,,,,,2007-01-01
21.6,Probability_Job_Loss,,18-34,,,,,2007-02-01
23.2,Probability_Job_Loss,,18-34,,,,,2007-03-01
24.4,Probability_Job_Loss,,18-34,,,,,2007-04-01
24.3,Probability_Job_Loss,,18-34,,,,,2007-05-01
24.0,Probability_Job_Loss,,18-34,,,,,2007-06-01
23.9,Probability_Job_Loss,,18-34,,,,,2007-07-01
28.0,Probability_Job_Loss,,18-34,,,,,2007-08-01
17.8,Probability_Job_Loss,,18-34,,,,,2007-09-01
23.8,Probability_Job_Loss,,18-34,,,,,2007-10-01
18.7,Probability_Job_Loss,,18-34,,,,,2007-11-01
22.3,Probability_Job_Loss,,18-34,,,,,2007-12-01
21.5,Probability_Job_Loss,,18-34,,,,,2008-01-01
20.6,Probability_Job_Loss,,18-34,,,,,2008-02-01
16.8,Probability_Job_Loss,,18-34,,,,,2008-03-01
23.5,Probability_Job_Loss,,18-34,,,,,2008-04-01
28.4,Probability_Job_Loss,,18-34,,,,,2008-05-01
27.2,Probability_Job_Loss,,18-34,,,,,2008-06-01
19.4,Probability_Job_Loss,,18-34,,,,,2008-07-01
26.2,Probability_Job_Loss,,18-34,,,,,2008-08-01
23.8,Probability_Job_Loss,,18-34,,,,,2008-09-01
30.9,Probability_Job_Loss,,18-34,,,,,2008-10-01
28.2,Probability_Job_Loss,,18-34,,,,,2008-11-01
30.3,Probability_Job_Loss,,18-34,,,,,2008-12-01
19.8,Probability_Job_Loss,,18-34,,,,,2009-01-01
24.5,Probability_Job_Loss,,18-34,,,,,2009-02-01
36.2,Probability_Job_Loss,,18-34,,,,,2009-03-01
28.2,Probability_Job_Loss,,18-34,,,,,2009-04-01
32.4,Probability_Job_Loss,,18-34,,,,,2009-05-01
35.4,Probability_Job_Loss,,18-34,,,,,2009-06-01
27.1,Probability_Job_Loss,,18-34,,,,,2009-07-01
35.2,Probability_Job_Loss,,18-34,,,,,2009-08-01
28.3,Probability_Job_Loss,,18-34,,,,,2009-09-01
28.1,Probability_Job_Loss,,18-34,,,,,2009-10-01
30.7,Probability_Job_Loss,,18-34,,,,,2009-11-01
30.0,Probability_Job_Loss,,18-34,,,,,2009-12-01
23.4,Probability_Job_Loss,,18-34,,,,,2010-01-01
27.7,Probability_Job_Loss,,18-34,,,,,2010-02-01
20.5,Probability_Job_Loss,,18-34,,,,,2010-03-01
36.4,Probability_Job_Loss,,18-34,,,,,2010-04-01
26.7,Probability_Job_Loss,,18-34,,,,,2010-05-01
24.2,Probability_Job_Loss,,18-34,,,,,2010-06-01
22.5,Probability_Job_Loss,,18-34,,,,,2010-07-01
25.5,Probability_Job_Loss,,18-34,,,,,2010-08-01
23.5,Probability_Job_Loss,,18-34,,,,,2010-09-01
23.2,Probability_Job_Loss,,18-34,,,,,2010-10-01
31.5,Probability_Job_Loss,,18-34,,,,,2010-11-01
27.9,Probability_Job_Loss,,18-34,,,,,2010-12-01
34.2,Probability_Job_Loss,,18-34,,,,,2011-01-01
25.7,Probability_Job_Loss,,18-34,,,,,2011-02-01
26.7,Probability_Job_Loss,,18-34,,,,,2011-03-01
28.8,Probability_Job_Loss,,18-34,,,,,2011-04-01
22.4,Probability_Job_Loss,,18-34,,,,,2011-05-01
25.7,Probability_Job_Loss,,18-34,,,,,2011-06-01
30.5,Probability_Job_Loss,,18-34,,,,,2011-07-01
21.7,Probability_Job_Loss,,18-34,,,,,2011-08-01
22.4,Probability_Job_Loss,,18-34,,,,,2011-09-01
33.8,Probability_Job_Loss,,18-34,,,,,2011-10-01
26.8,Probability_Job_Loss,,18-34,,,,,2011-11-01
31.8,Probability_Job_Loss,,18-34,,,,,2011-12-01
36.8,Probability_Job_Loss,,18-34,,,,,2012-01-01
32.8,Probability_Job_Loss,,18-34,,,,,2012-02-01
24.8,Probability_Job_Loss,,18-34,,,,,2012-03-01
31.2,Probability_Job_Loss,,18-34,,,,,2012-04-01
23.8,Probability_Job_Loss,,18-34,,,,,2012-05-01
28.0,Probability_Job_Loss,,18-34,,,,,2012-06-01
30.6,Probability_Job_Loss,,18-34,,,,,2012-07-01
24.1,Probability_Job_Loss,,18-34,,,,,2012-08-01
26.3,Probability_Job_Loss,,18-34,,,,,2012-09-01
28.4,Probability_Job_Loss,,18-34,,,,,2012-10-01
33.1,Probability_Job_Loss,,18-34,,,,,2012-11-01
24.2,Probability_Job_Loss,,18-34,,,,,2012-12-01
32.1,Probability_Job_Loss,,18-34,,,,,2013-01-01
25.8,Probability_Job_Loss,,18-34,,,,,2013-02-01
